,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
367,0.513274336,0.311643836,0.61,0.116438356,0.106844741,0.14084507,0.06360424,0.72907489,0.330708661,0.215568862,0.092307692,bad
368,0.504424779,0.150684932,0.52,0.130136986,0.245409015,0.197183099,0.243816254,0.714390602,0.346456693,0.185628743,0.153846154,bad
369,0.424778761,0.102739726,0.53,0.102739726,0.103505843,0.070422535,0.042402827,0.450073421,0.362204724,0.479041916,0.553846154,good
370,0.203539823,0.441780822,0.02,0.095890411,0.085141903,0.478873239,0.201413428,0.545521292,0.653543307,0.269461078,0.230769231,bad
371,0.292035398,0.082191781,0.4,0.047945205,0.07345576,0.14084507,0.067137809,0.486784141,0.456692913,0.323353293,0.046153846,bad
372,0.398230088,0.109589041,0.48,0.061643836,0.091819699,0.352112676,0.141342756,0.486784141,0.456692913,0.425149701,0.338461538,bad
373,0.247787611,0.294520548,0.22,0.089041096,0.156928214,0.154929577,0.233215548,0.42804699,0.244094488,0.179640719,0.123076923,bad
374,0.831858407,0.198630137,0.63,0.198630137,0.128547579,0.070422535,0.144876325,0.831864905,0.212598425,0.28742515,0.369230769,bad
375,0.610619469,0.287671233,0.71,0.239726027,0.186978297,0.070422535,0.03180212,0.611600587,0.212598425,0.299401198,0.523076923,good
376,0.610619469,0.226027397,0.5,0.143835616,0.110183639,0.253521127,0.144876325,0.751101322,0.409448819,0.467065868,0.4,bad
377,0.424778761,0.102739726,0.53,0.102739726,0.103505843,0.070422535,0.042402827,0.450073421,0.362204724,0.479041916,0.553846154,good
378,0.601769912,0.345890411,0.66,0.363013699,0.12687813,0.070422535,0.06360424,0.640969163,0.291338583,0.395209581,0.753846154,bad
379,0.327433628,0.205479452,0.38,0.109589041,0.136894825,0.323943662,0.190812721,0.574889868,0.448818898,0.221556886,0.369230769,bad
380,0.327433628,0.095890411,0.42,0.075342466,0.113522538,0.14084507,0.074204947,0.538179148,0.37007874,0.281437126,0.153846154,bad
381,0.805309735,0.202054795,0.68,0.136986301,0.121869783,0.225352113,0.130742049,0.831864905,0.251968504,0.281437126,0.246153846,bad
382,0.327433628,0.095890411,0.42,0.075342466,0.113522538,0.14084507,0.074204947,0.538179148,0.37007874,0.281437126,0.153846154,bad
383,0.327433628,0.095890411,0.42,0.075342466,0.113522538,0.14084507,0.074204947,0.538179148,0.37007874,0.281437126,0.153846154,bad
384,0.274336283,0.267123288,0.28,0.082191781,0.125208681,0.309859155,0.169611307,0.582232012,0.535433071,0.245508982,0.123076923,bad
385,0.247787611,0.349315068,0.07,0.102739726,0.130217028,0.14084507,0.109540636,0.574889868,0.543307087,0.25748503,0.2,bad
386,0.283185841,0.287671233,0.26,0.075342466,0.12687813,0.309859155,0.148409894,0.589574156,0.527559055,0.245508982,0.123076923,bad
387,0.327433628,0.369863014,0.15,0.068493151,0.111853088,0.225352113,0.127208481,0.52349486,0.448818898,0.125748503,0.184615385,bad
388,0.283185841,0.232876712,0.26,0.068493151,0.12687813,0.309859155,0.166077739,0.589574156,0.543307087,0.245508982,0.123076923,bad
389,0.442477876,0.178082192,0.31,0.109589041,0.140233723,0.211267606,0.151943463,0.5969163,0.354330709,0.221556886,0.246153846,good
390,0.088495575,0.5,0.05,0.034246575,0.05509182,0.154929577,0.28975265,0.171071953,0.645669291,0.293413174,0.692307692,good
391,0.805309735,0.202054795,0.68,0.136986301,0.121869783,0.225352113,0.130742049,0.831864905,0.251968504,0.281437126,0.246153846,bad
392,0.433628319,0.171232877,0.52,0.075342466,0.116861436,0.070422535,0.070671378,0.582232012,0.346456693,0.107784431,0.169230769,bad
393,0.336283186,0.373287671,0.61,0.075342466,0.166944908,0.169014085,0.314487633,0.508810573,0.330708661,0.125748503,0.107692308,bad
394,0.716814159,0.328767123,0.65,0.095890411,0.085141903,0.070422535,0.067137809,0.707048458,0.228346457,0.143712575,0.230769231,bad
395,0.654867257,0.171232877,0.76,0.226027397,0.09015025,0.084507042,0.113074205,0.758443465,0.377952756,0.161676647,0.707692308,good
396,0.17699115,0.421232877,0.02,0.479452055,0.183639399,0.943661972,0.416961131,0.685022026,0.57480315,0.119760479,0.230769231,bad
397,0.610619469,0.321917808,0.59,0.116438356,0.125208681,0.169014085,0.151943463,0.640969163,0.346456693,0.191616766,0.4,bad
398,0.610619469,0.321917808,0.59,0.116438356,0.125208681,0.169014085,0.151943463,0.640969163,0.346456693,0.191616766,0.4,bad
399,0.362831858,0.441780822,0.22,0.095890411,0.086811352,0.112676056,0.127208481,0.457415565,0.283464567,0.131736527,0.153846154,bad
400,0.17699115,0.421232877,0.02,0.479452055,0.183639399,0.943661972,0.416961131,0.685022026,0.57480315,0.119760479,0.230769231,bad
401,0.274336283,0.095890411,0.3,0.054794521,0.078464107,0.267605634,0.113074205,0.354625551,0.433070866,0.083832335,0.369230769,bad
402,0.672566372,0.246575342,0.54,0.116438356,0.121869783,0.253521127,0.204946996,0.72907489,0.283464567,0.167664671,0.323076923,bad
403,0.601769912,0.328767123,0.49,0.123287671,0.121869783,0.126760563,0.123674912,0.685022026,0.322834646,0.179640719,0.323076923,bad
404,0.274336283,0.390410959,0.05,0.123287671,0.105175292,0.197183099,0.074204947,0.538179148,0.409448819,0.167664671,0.107692308,bad
405,0.362831858,0.130136986,0.46,0.034246575,0.078464107,0.14084507,0.067137809,0.479441997,0.488188976,0.25748503,0.261538462,bad
406,0.460176991,0.219178082,0.47,0.109589041,0.085141903,0.112676056,0.077738516,0.589574156,0.393700787,0.191616766,0.369230769,bad
407,0.654867257,0.184931507,0.66,0.143835616,0.135225376,0.154929577,0.084805654,0.699706314,0.346456693,0.179640719,0.369230769,good
408,0.513274336,0.150684932,0.58,0.191780822,0.270450751,0.070422535,0.035335689,0.508810573,0.354330709,0.221556886,0.446153846,bad
409,0.699115044,0.232876712,0.49,0.246575342,0.096828047,0.352112676,0.151943463,0.589574156,0.244094488,0.143712575,0.184615385,bad
410,0.389380531,0.212328767,0.34,0.109589041,0.113522538,0.352112676,0.282685512,0.633627019,0.503937008,0.173652695,0.169230769,bad
411,0.398230088,0.226027397,0.35,0.102739726,0.113522538,0.309859155,0.254416961,0.633627019,0.503937008,0.173652695,0.169230769,bad
412,0.221238938,0.421232877,0.16,0.068493151,0.146911519,0.197183099,0.250883392,0.479441997,0.417322835,0.185628743,0.138461538,bad
413,0.469026549,0.191780822,0.53,0.397260274,0.141903172,0.070422535,0.045936396,0.626284875,0.417322835,0.293413174,0.507692308,good
414,0.371681416,0.273972603,0.34,0.123287671,0.125208681,0.323943662,0.409893993,0.5969163,0.409448819,0.167664671,0.169230769,bad
415,0.353982301,0.414383562,0.24,0.390410959,0.175292154,0.422535211,0.45229682,0.831864905,0.456692913,0.443113772,0.138461538,bad
416,0.530973451,0.246575342,0.64,0.089041096,0.165275459,0.070422535,0.049469965,0.508810573,0.409448819,0.19760479,0.507692308,bad
417,0.212389381,0.315068493,0.12,0.068493151,0.131886477,0.464788732,0.416961131,0.406020558,0.551181102,0.089820359,0.323076923,bad
418,0.646017699,0.178082192,0.51,0.075342466,0.18196995,0.084507042,0.049469965,0.699706314,0.393700787,0.25748503,0.307692308,bad
419,0.194690265,0.445205479,0,0.061643836,0.09015025,0.464788732,0.16254417,0.552863436,0.692913386,0.209580838,0.230769231,bad
420,0.433628319,0.301369863,0.33,0.102739726,0.128547579,0.478873239,0.215547703,0.52349486,0.42519685,0.239520958,0.523076923,good
421,0.17699115,0.493150685,0.03,0.095890411,0.078464107,0.436619718,0.148409894,0.376651982,0.614173228,0.137724551,0.6,good
422,0.274336283,0.575342466,0.2,0.075342466,0.058430718,0.197183099,0.190812721,0.398678414,0.488188976,0.065868263,0.384615385,bad
423,0.522123894,0.082191781,0.47,0.082191781,0.09015025,0.070422535,0.06360424,0.567547724,0.322834646,0.341317365,0.4,good
424,0.274336283,0.575342466,0.2,0.075342466,0.058430718,0.197183099,0.190812721,0.398678414,0.488188976,0.065868263,0.384615385,bad
425,0.17699115,0.493150685,0.03,0.095890411,0.078464107,0.436619718,0.148409894,0.376651982,0.614173228,0.137724551,0.6,good
426,0.159292035,0.376712329,0.08,0.082191781,0.05509182,0.253521127,0.148409894,0.354625551,0.590551181,0.095808383,0.461538462,bad
427,0.433628319,0.452054795,0.22,0.068493151,0.10851419,0.070422535,0.091872792,0.640969163,0.409448819,0.137724551,0.338461538,bad
428,0.398230088,0.273972603,0.33,0.02739726,0.096828047,0.112676056,0.084805654,0.567547724,0.393700787,0.161676647,0.138461538,bad
429,0.725663717,0.493150685,0.63,0.102739726,0.12687813,0.169014085,0.102473498,0.707048458,0.283464567,0.161676647,0.307692308,bad
430,0.522123894,0.082191781,0.47,0.082191781,0.09015025,0.070422535,0.06360424,0.567547724,0.322834646,0.341317365,0.4,good
431,0.283185841,0.294520548,0.35,0.089041096,0.103505843,0.281690141,0.212014134,0.538179148,0.401574803,0.137724551,0.123076923,bad
432,0.646017699,0.171232877,0.69,0.095890411,0.110183639,0.154929577,0.06360424,0.420704846,0.204724409,0.191616766,0.676923077,bad
433,0.681415929,0.184931507,0.63,0.095890411,0.131886477,0.070422535,0.042402827,0.758443465,0.330708661,0.095808383,0.169230769,bad
434,0.513274336,0.198630137,0.55,0.157534247,0.106844741,0.295774648,0.169611307,0.699706314,0.322834646,0.335329341,0.230769231,bad
435,0.681415929,0.184931507,0.63,0.095890411,0.131886477,0.070422535,0.042402827,0.758443465,0.330708661,0.095808383,0.169230769,bad
436,0.300884956,0.376712329,0.3,0.075342466,0.080133556,0.521126761,0.197879859,0.420704846,0.409448819,0.137724551,0.276923077,bad
437,0.575221239,0.226027397,0.73,0.157534247,0.09015025,0.070422535,0.056537102,0.626284875,0.338582677,0.19760479,0.430769231,bad
438,0.513274336,0.198630137,0.55,0.157534247,0.106844741,0.295774648,0.169611307,0.699706314,0.322834646,0.335329341,0.230769231,bad
439,0.212389381,0.342465753,0.18,0.04109589,0.083472454,0.084507042,0.155477032,0.369309838,0.267716535,0.161676647,0.138461538,bad
440,0.707964602,0.130136986,0.72,0.089041096,0.100166945,0.070422535,0.081272085,0.633627019,0.11023622,0.293413174,0.215384615,good
441,0.646017699,0.191780822,0.65,0.085616438,0.093489149,0.084507042,0.074204947,0.640969163,0.251968504,0.209580838,0.446153846,bad
442,0.973451327,0.386986301,0.76,0.191780822,0.146911519,0.070422535,0.130742049,0.964023495,0.165354331,0.209580838,0.430769231,good
443,0.477876106,0.219178082,0.49,0.123287671,0.10851419,0.14084507,0.045936396,0.457415565,0.385826772,0.179640719,0.492307692,good
444,0.061946903,0.308219178,0.01,0.054794521,0.070116861,0.056338028,0.074204947,0.244493392,0.653543307,0.305389222,0.630769231,good
445,0.433628319,0.421232877,0.1,0.082191781,0.111853088,0.070422535,0.088339223,0.626284875,0.385826772,0.137724551,0.261538462,bad
446,0.699115044,0.178082192,0.6,0.116438356,0.115191987,0.422535211,0.233215548,0.699706314,0.283464567,0.239520958,0.323076923,bad
447,0.415929204,0.246575342,0.29,0.082191781,0.191986644,0.070422535,0.035335689,0.494126285,0.377952756,0.233532934,0.430769231,bad
448,0.353982301,0.280821918,0.22,0.075342466,0.146911519,0.084507042,0.074204947,0.486784141,0.362204724,0.137724551,0.276923077,bad
449,0.646017699,0.184931507,0.69,0.130136986,0.138564274,0.225352113,0.102473498,0.685022026,0.283464567,0.167664671,0.369230769,bad
450,0.646017699,0.184931507,0.69,0.130136986,0.138564274,0.225352113,0.102473498,0.685022026,0.283464567,0.167664671,0.369230769,bad
451,0.336283186,0.171232877,0.53,0.061643836,0.669449082,0.112676056,0.070671378,0.574889868,0.251968504,0.437125749,0.107692308,bad
452,0.194690265,0.301369863,0.03,0.054794521,0.120200334,0.23943662,0.102473498,0.494126285,0.551181102,0.179640719,0.246153846,bad
453,0.513274336,0.143835616,0.63,0.130136986,0.120200334,0.056338028,0.056537102,0.714390602,0.409448819,0.245508982,0.430769231,good
454,0.212389381,0.075342466,0.4,0.047945205,0.085141903,0.281690141,0.215547703,0.376651982,0.598425197,0.179640719,0.415384615,bad
455,0.592920354,0.342465753,0.67,0.294520548,0.123539232,0.070422535,0.045936396,0.640969163,0.377952756,0.215568862,0.769230769,good
456,0.380530973,0.321917808,0.39,0.095890411,0.138564274,0.056338028,0.056537102,0.626284875,0.496062992,0.149700599,0.292307692,bad
457,0.407079646,0.349315068,0.21,0.123287671,0.141903172,0.394366197,0.208480565,0.640969163,0.42519685,0.149700599,0.184615385,bad
458,0.513274336,0.143835616,0.63,0.130136986,0.120200334,0.056338028,0.056537102,0.714390602,0.409448819,0.245508982,0.430769231,good
459,0.619469027,0.315068493,0.66,0.089041096,0.103505843,0.126760563,0.144876325,0.787812041,0.401574803,0.143712575,0.092307692,bad
460,0.407079646,0.212328767,0.52,0.095890411,0.118530885,0.183098592,0.060070671,0.552863436,0.480314961,0.167664671,0.446153846,bad
461,0.327433628,0.339041096,0.22,0.116438356,0.125208681,0.070422535,0.045936396,0.5969163,0.409448819,0.167664671,0.138461538,bad
462,0.566371681,0.095890411,0.68,0.113013699,0.121869783,0.126760563,0.067137809,0.508810573,0.346456693,0.167664671,0.523076923,bad
463,0.309734513,0.369863014,0.7,0.089041096,0.143572621,0.338028169,0.434628975,0.52349486,0.267716535,0.119760479,0.092307692,bad
464,0.610619469,0.133561644,0.54,0.082191781,0.120200334,0.056338028,0.03180212,0.633627019,0.188976378,0.221556886,0.123076923,bad
465,0.477876106,0.116438356,0.4,0.136986301,0.143572621,0.126760563,0.070671378,0.773127753,0.582677165,0.347305389,0.2,bad
466,0.504424779,0.260273973,0.42,0.075342466,0.095158598,0.281690141,0.159010601,0.5969163,0.330708661,0.233532934,0.476923077,bad
467,0.371681416,0.232876712,0.45,0.116438356,0.088480801,0.084507042,0.042402827,0.339941263,0.456692913,0.275449102,0.861538462,bad
468,0.601769912,0.164383562,0.69,0.082191781,0.130217028,0.070422535,0.053003534,0.72907489,0.338582677,0.173652695,0.123076923,bad
469,0.362831858,0.479452055,0.02,0.020547945,0.096828047,0.492957746,0.148409894,0.376651982,0.362204724,0.149700599,0.215384615,bad
470,0.743362832,0.136986301,0.65,0.116438356,0.135225376,0.197183099,0.144876325,0.699706314,0.244094488,0.167664671,0.338461538,bad
471,0.442477876,0.287671233,0.42,0.102739726,0.115191987,0.338028169,0.16254417,0.508810573,0.362204724,0.22754491,0.461538462,bad
472,0.699115044,0.171232877,0.55,0.116438356,0.118530885,0.338028169,0.219081272,0.69236417,0.322834646,0.293413174,0.307692308,bad
473,0.469026549,0.157534247,0.55,0.082191781,0.083472454,0.056338028,0.028268551,0.516152717,0.409448819,0.275449102,0.338461538,bad
474,0.522123894,0.109589041,0.51,0.054794521,0.113522538,0.126760563,0.06360424,0.5969163,0.362204724,0.335329341,0.153846154,bad
475,0.442477876,0.383561644,0.24,0.089041096,0.125208681,0.056338028,0.077738516,0.640969163,0.31496063,0.161676647,0.276923077,bad
476,0.415929204,0.102739726,0.41,0.075342466,0.131886477,0.070422535,0.035335689,0.582232012,0.42519685,0.221556886,0.2,bad
477,0.513274336,0.082191781,0.49,0.061643836,0.105175292,0.070422535,0.049469965,0.56020558,0.346456693,0.437125749,0.4,bad
478,0.442477876,0.383561644,0.24,0.089041096,0.125208681,0.056338028,0.077738516,0.640969163,0.31496063,0.161676647,0.276923077,bad
479,0.424778761,0.386986301,0.11,0.123287671,0.10851419,0.070422535,0.088339223,0.611600587,0.354330709,0.221556886,0.261538462,bad
480,0.530973451,0.109589041,0.39,1,0.095158598,0.070422535,0.060070671,0.919970631,0.299212598,0.19760479,0.123076923,bad
481,0.424778761,0.123287671,0.56,0.130136986,0.113522538,0.070422535,0.038869258,0.464757709,0.322834646,0.353293413,0.507692308,good
482,0.530973451,0.164383562,0.59,0.089041096,0.233722871,0.070422535,0.042402827,0.626284875,0.236220472,0.431137725,0.153846154,bad
483,0.530973451,0.164383562,0.6,0.089041096,0.233722871,0.084507042,0.042402827,0.626284875,0.236220472,0.437125749,0.153846154,bad
484,0.530973451,0.219178082,0.68,0.219178082,0.170283806,0.070422535,0.06360424,0.508810573,0.251968504,0.19760479,0.769230769,bad
485,0.495575221,0.376712329,0.39,0.068493151,0.070116861,0.070422535,0.038869258,0.552863436,0.338582677,0.083832335,0.246153846,bad
486,0.495575221,0.376712329,0.39,0.068493151,0.070116861,0.070422535,0.038869258,0.552863436,0.338582677,0.083832335,0.246153846,bad
487,0.495575221,0.359589041,0.36,0.061643836,0.068447412,0.056338028,0.028268551,0.5969163,0.338582677,0.053892216,0.246153846,bad
488,0.619469027,0.136986301,0.55,0.130136986,0.115191987,0.478873239,0.215547703,0.743759178,0.456692913,0.353293413,0.369230769,good
489,0.415929204,0.184931507,0.4,0.116438356,0.101836394,0.126760563,0.070671378,0.611600587,0.472440945,0.251497006,0.276923077,bad
490,0.415929204,0.448630137,0.27,0.130136986,0.110183639,0.323943662,0.176678445,0.611600587,0.448818898,0.203592814,0.338461538,bad
491,0.407079646,0.198630137,0.5,0.109589041,0.071786311,0.154929577,0.067137809,0.376651982,0.472440945,0.275449102,0.753846154,good
492,0.380530973,0.191780822,0.51,0.116438356,0.066777963,0.169014085,0.074204947,0.361967695,0.456692913,0.341317365,0.769230769,good
493,0.362831858,0.390410959,0.31,0.143835616,0.123539232,0.309859155,0.265017668,0.743759178,0.582677165,0.245508982,0.492307692,bad
494,0.168141593,0.184931507,0.23,0.506849315,0.065108514,0.38028169,0.300353357,0.376651982,0.551181102,0.131736527,0.569230769,bad
495,0.539823009,0.157534247,0.53,0.116438356,0.096828047,0.056338028,0.035335689,0.52349486,0.322834646,0.191616766,0.4,good
496,0.283185841,0.273972603,0.25,0.068493151,0.115191987,0.183098592,0.113074205,0.611600587,0.543307087,0.191616766,0.092307692,bad
497,0.230088496,0.150684932,0.32,0.109589041,0.130217028,0.591549296,0.378091873,0.479441997,0.456692913,0.275449102,0.415384615,bad
498,0.539823009,0.157534247,0.53,0.116438356,0.096828047,0.056338028,0.035335689,0.52349486,0.322834646,0.191616766,0.4,good
499,0.362831858,0.390410959,0.31,0.143835616,0.123539232,0.309859155,0.265017668,0.743759178,0.582677165,0.245508982,0.492307692,bad
500,0.283185841,0.273972603,0.25,0.068493151,0.115191987,0.183098592,0.113074205,0.611600587,0.543307087,0.191616766,0.092307692,bad
501,0.513274336,0.219178082,0.73,0.386986301,0.103505843,0.521126761,0.247349823,0.655653451,0.338582677,0.311377246,0.553846154,good
502,0.513274336,0.219178082,0.73,0.386986301,0.103505843,0.521126761,0.247349823,0.655653451,0.338582677,0.311377246,0.553846154,good
503,0.522123894,0.095890411,0.47,0.068493151,0.110183639,0.070422535,0.06360424,0.552863436,0.346456693,0.425149701,0.384615385,good
504,0.522123894,0.082191781,0.42,0.061643836,0.10851419,0.070422535,0.056537102,0.552863436,0.37007874,0.431137725,0.369230769,good
505,0.495575221,0.253424658,0.63,0.136986301,0.100166945,0.126760563,0.070671378,0.494126285,0.330708661,0.269461078,0.630769231,good
506,0.513274336,0.082191781,0.46,0.061643836,0.105175292,0.070422535,0.053003534,0.552863436,0.401574803,0.413173653,0.369230769,good
507,0.584070796,0.376712329,0.55,0.095890411,0.120200334,0.070422535,0.024734982,0.72907489,0.338582677,0.22754491,0.169230769,bad
508,0.477876106,0.321917808,0.31,0.089041096,0.130217028,0.352112676,0.197879859,0.685022026,0.346456693,0.179640719,0.276923077,bad
509,0.769911504,0.116438356,0.75,0.130136986,0.120200334,0.309859155,0.130742049,0.626284875,0.236220472,0.209580838,0.461538462,good
510,0.690265487,0.205479452,0.49,0.253424658,0.101836394,0.253521127,0.130742049,0.567547724,0.220472441,0.167664671,0.169230769,bad
511,0.477876106,0.321917808,0.31,0.089041096,0.130217028,0.352112676,0.197879859,0.685022026,0.346456693,0.179640719,0.276923077,bad
512,0.539823009,0.191780822,0.48,0.082191781,0.188647746,0.197183099,0.151943463,0.582232012,0.228346457,0.28742515,0.2,bad
513,0.522123894,0.267123288,0.64,0.102739726,0.158597663,0.070422535,0.03180212,0.530837004,0.275590551,0.19760479,0.523076923,good
514,0.522123894,0.267123288,0.64,0.102739726,0.158597663,0.070422535,0.03180212,0.530837004,0.275590551,0.19760479,0.523076923,good
515,0.345132743,0.366438356,0.49,0.356164384,0.183639399,0.464788732,0.512367491,0.802496329,0.448818898,0.48502994,0.138461538,bad
516,0.699115044,0.328767123,0.49,0.232876712,0.146911519,0.056338028,0.028268551,0.802496329,0.401574803,0.245508982,0.538461538,bad
517,0.513274336,0.335616438,0.49,0.082191781,0.313856427,0.056338028,0.035335689,0.685022026,0.330708661,0.179640719,0,bad
518,0.557522124,0.061643836,0.49,0.130136986,0.12687813,0.14084507,0.091872792,0.52349486,0.377952756,0.209580838,0.507692308,bad
519,0.238938053,0.167808219,0.49,0.109589041,0.12687813,0.535211268,0.35335689,0.479441997,0.488188976,0.269461078,0.4,bad
520,0.460176991,0.089041096,0.49,0.123287671,0.12687813,0.197183099,0.09540636,0.5969163,0.535433071,0.341317365,0.246153846,bad
521,0.265486726,0.198630137,0.49,0.075342466,0.12687813,0.211267606,0.130742049,0.582232012,0.582677165,0.185628743,0.107692308,bad
522,0.318584071,0.184931507,0.49,0.095890411,0.14524207,0.647887324,0.448763251,0.574889868,0.503937008,0.395209581,0.215384615,bad
523,0.415929204,0.191780822,0.49,0.109589041,0.121869783,0.521126761,0.480565371,0.567547724,0.377952756,0.131736527,0.153846154,bad
524,0.407079646,0.212328767,0.49,0.102739726,0.123539232,0.309859155,0.38869258,0.552863436,0.385826772,0.185628743,0.169230769,bad
525,0.513274336,0.356164384,0.24,0.130136986,0.155258765,0.394366197,0.166077739,0.714390602,0.393700787,0.203592814,0.230769231,bad
526,0.238938053,0.167808219,0.49,0.109589041,0.12687813,0.535211268,0.35335689,0.479441997,0.488188976,0.269461078,0.4,bad
527,0.212389381,0.178082192,0.49,0.109589041,0.141903172,0.450704225,0.279151943,0.450073421,0.511811024,0.263473054,0.461538462,bad
528,0.318584071,0.205479452,0.49,0.116438356,0.120200334,0.436619718,0.173144876,0.640969163,0.472440945,0.251497006,0.046153846,bad
529,0.469026549,0.349315068,0.24,0.102739726,0.10851419,0.070422535,0.09540636,0.538179148,0.275590551,0.143712575,0.153846154,bad
530,0.398230088,0.068493151,0.24,0.082191781,0.110183639,0,0.077738516,0.655653451,0.527559055,0.323353293,0.292307692,bad
531,0.646017699,0.178082192,0.49,0.123287671,0.143572621,0.154929577,0.127208481,0.758443465,0.330708661,0.167664671,0.292307692,bad
532,0.646017699,0.178082192,0.49,0.123287671,0.143572621,0.154929577,0.127208481,0.758443465,0.330708661,0.167664671,0.292307692,bad
533,0.504424779,0.102739726,0.24,0.082191781,0.100166945,0.197183099,0.09540636,0.406020558,0.377952756,0.19760479,0.676923077,bad
534,0.477876106,0.246575342,0.24,0.123287671,0.150250417,0.169014085,0.091872792,0.72907489,0.42519685,0.137724551,0.246153846,bad
535,0.398230088,0.068493151,0.24,0.082191781,0.110183639,0,0.077738516,0.655653451,0.527559055,0.323353293,0.292307692,bad
536,0.469026549,0.349315068,0.24,0.102739726,0.10851419,0.070422535,0.09540636,0.538179148,0.275590551,0.143712575,0.153846154,bad
537,0.309734513,0.482876712,0.24,0.082191781,0.120200334,0.056338028,0.024734982,0.52349486,0.496062992,0.263473054,0.353846154,bad
538,0.734513274,0.157534247,0.49,0.335616438,0.09015025,0.056338028,0.102473498,0.831864905,0.362204724,0.19760479,0.553846154,good
539,0.584070796,0.260273973,0.74,0.29109589,0.146911519,0.056338028,0.038869258,0.699706314,0.377952756,0.173652695,0.430769231,bad
540,0.407079646,0.321917808,0.24,0.164383562,0.148580968,0.267605634,0.144876325,0.640969163,0.409448819,0.203592814,0.184615385,bad
541,0.433628319,0.232876712,0.49,0.369863014,0.086811352,0.056338028,0.038869258,0.640969163,0.37007874,0.239520958,0.4,bad
542,0.415929204,0.407534247,0.24,0.082191781,0.096828047,0.056338028,0.049469965,0.479441997,0.299212598,0.155688623,0.230769231,bad
543,0.584070796,0.369863014,0.24,0.109589041,0.121869783,0.211267606,0.166077739,0.677679883,0.251968504,0.233532934,0.4,bad
544,0.85840708,0.130136986,0.74,0.061643836,0.105175292,0.070422535,0.03180212,0.787812041,0.094488189,0.275449102,0,bad
545,0.398230088,0.239726027,0.49,0.116438356,0.136894825,0.521126761,0.35335689,0.5969163,0.267716535,0.155688623,0.107692308,bad
546,0.256637168,0.294520548,0.24,0.075342466,0.110183639,0.126760563,0.077738516,0.604258443,0.559055118,0.269461078,0.169230769,bad
547,0.530973451,0.130136986,0.49,0.109589041,0.091819699,0.070422535,0.053003534,0.633627019,0.409448819,0.317365269,0.353846154,bad
548,0.690265487,0.157534247,0.49,0.116438356,0.111853088,0.366197183,0.222614841,0.685022026,0.299212598,0.251497006,0.307692308,bad
549,0.389380531,0.280821918,0.49,0.068493151,0.265442404,0.070422535,0.067137809,0.545521292,0.417322835,0.167664671,0.153846154,bad
550,0.194690265,0.267123288,0.01,0.082191781,0.103505843,0.112676056,0.067137809,0.420704846,0.464566929,0.137724551,0.169230769,bad
551,0.424778761,0.212328767,0.24,0.130136986,0.133555927,0.183098592,0.137809187,0.582232012,0.354330709,0.239520958,0.246153846,bad
552,0.433628319,0.232876712,0.24,0.123287671,0.133555927,0.183098592,0.134275618,0.582232012,0.299212598,0.245508982,0.246153846,bad
553,0.03539823,0.630136986,0.24,0.047945205,0.063439065,0.436619718,0.318021201,0.244493392,0.787401575,0.173652695,0.476923077,bad
554,0.96460177,0.359589041,0.49,0.226027397,0.138564274,0.126760563,0.060070671,0.960352423,0.141732283,0.245508982,0.415384615,bad
555,0.96460177,0.359589041,0.49,0.226027397,0.138564274,0.126760563,0.060070671,0.960352423,0.141732283,0.245508982,0.415384615,bad
556,0.557522124,0.280821918,0.49,0.253424658,0.176961603,0.126760563,0.038869258,0.743759178,0.25984252,0.137724551,0.507692308,bad
557,0.973451327,0.359589041,0.49,0.226027397,0.138564274,0.126760563,0.060070671,0.960352423,0.141732283,0.245508982,0.415384615,bad
558,0.557522124,0.280821918,0.49,0.253424658,0.176961603,0.126760563,0.038869258,0.743759178,0.25984252,0.137724551,0.507692308,bad
559,0.743362832,0.239726027,0.49,0.232876712,0.121869783,0.070422535,0.144876325,0.883259912,0.440944882,0.209580838,0.661538462,bad
560,0.716814159,0.328767123,0.49,0.130136986,0.105175292,0.056338028,0.045936396,0.685022026,0.31496063,0.143712575,0.461538462,bad
561,0.389380531,0.219178082,0.49,0.102739726,0.110183639,0.352112676,0.406360424,0.567547724,0.385826772,0.149700599,0.123076923,bad
562,0.389380531,0.287671233,0.49,0.136986301,0.136894825,0.563380282,0.367491166,0.5969163,0.267716535,0.167664671,0.123076923,bad
563,0.265486726,0.116438356,0.49,0.123287671,0.133555927,0.338028169,0.190812721,0.516152717,0.448818898,0.167664671,0.261538462,bad
564,0.743362832,0.239726027,0.49,0.232876712,0.121869783,0.070422535,0.144876325,0.883259912,0.440944882,0.209580838,0.661538462,bad
565,0.716814159,0.328767123,0.49,0.130136986,0.105175292,0.056338028,0.045936396,0.685022026,0.31496063,0.143712575,0.461538462,bad
566,0.362831858,0.397260274,0.24,0.109589041,0.357262104,0.056338028,0.03180212,0.662995595,0.456692913,0.161676647,0.092307692,bad
567,0.362831858,0.397260274,0.24,0.109589041,0.357262104,0.056338028,0.03180212,0.662995595,0.456692913,0.161676647,0.092307692,bad
568,0.460176991,0.260273973,0.49,0.116438356,0.397328881,0.056338028,0.049469965,0.655653451,0.448818898,0.275449102,0.353846154,bad
569,0.14159292,0.164383562,0.24,0.089041096,0.138564274,0.253521127,0.127208481,0.332599119,0.653543307,0.143712575,0.507692308,bad
